fbus,tbus,r,x,b,rateA,rateB,rateC,ratio,angle,status,angmin,angmax,pf,qf,pt,qt,mu_sf,mu_st,mu_angmin,mu_angmax
7141,7130,0.00037,0.02584,0,368,0,0,1,0,1,0,0,58.84,-6.55,-58.83,7.41,0,0,0,0
7142,7130,0.00045,0.03413,0,363,0,0,1,0,1,0,0,58.84,-6.55,-58.82,7.68,0,0,0,0
7263,7130,0.00015,0.00182,0.1209,2020,0,0,0,0,1,0,0,-347.24,-23.36,347.41,12.66,0,0,0,0
7132,7131,0.00109,0.03352,0,446,0,0,1,0,1,0,0,-193.72,-27.42,194.13,40.18,0,0,0,0
7132,7131,0.00109,0.03352,0,446,0,0,1,0,1,0,0,-193.72,-27.42,194.13,40.18,0,0,0,0
7131,7160,0.00484,0.04731,0.09103,548,0,0,0,0,1,0,0,163.67,-13.09,-162.41,16.01,0,0,0,0
7131,7278,0.0023,0.01644,0.02997,443,0,0,0,0,1,0,0,71.75,-6.01,-71.63,3.74,0,0,0,0
7131,7401,0.00248,0.01771,0.03228,443,0,0,0,0,1,0,0,-7.86,-10.07,7.87,6.75,0,0,0,0
7132,7283,0.00306,0.0198,0.00378,221,0,0,0,0,1,0,0,-3.45,9.39,3.45,-9.75,0,0,0,0
7419,7132,0.00182,0.01246,0.00212,221,0,0,0,0,1,0,0,-105.84,-7.09,106.05,8.28,0,0,0,0
7419,7132,0.00182,0.01246,0.00212,221,0,0,0,0,1,0,0,-105.84,-7.09,106.05,8.28,0,0,0,0
7419,7132,0.00182,0.01246,0.00212,221,0,0,0,0,1,0,0,-105.84,-7.09,106.05,8.28,0,0,0,0
7143,7173,0.00756,0.0432,0.00649,98,0,0,0,0,1,0,0,-18.03,43.85,18.2,-43.5,0,0,0,0
7234,7143,0.00693,0.04159,0.00564,98,0,0,0,0,1,0,0,8.2,-2.66,-8.19,2.13,0,0,0,0
7143,7238,0.03371,0.14747,0.02246,149,0,0,0,0,1,0,0,-55.59,-0.73,56.63,3,0,0,0,0
7300,7143,0.00916,0.05231,0.00786,245,0,0,0,0,1,0,0,-21.45,63.68,21.85,-62.24,0,0,0,0
7144,7272,0.00479,0.03337,0.00546,221,0,0,0,0,1,0,0,53.35,-0.54,-53.22,0.96,0,0,0,0
7144,7272,0.00479,0.03337,0.00546,221,0,0,0,0,1,0,0,53.35,-0.54,-53.22,0.96,0,0,0,0
7333,7144,0.00251,0.01716,0.00292,221,0,0,0,0,1,0,0,122.72,9.16,-122.34,-6.85,0,0,0,0
7333,7144,0.00251,0.01716,0.00292,221,0,0,0,0,1,0,0,122.72,9.16,-122.34,-6.85,0,0,0,0
7333,7144,0.00251,0.01716,0.00292,221,0,0,0,0,1,0,0,122.72,9.16,-122.34,-6.85,0,0,0,0
7333,7144,0.00251,0.01716,0.00292,221,0,0,0,0,1,0,0,122.72,9.16,-122.34,-6.85,0,0,0,0
7333,7144,0.00251,0.01716,0.00292,221,0,0,0,0,1,0,0,122.72,9.16,-122.34,-6.85,0,0,0,0
7333,7144,0.00251,0.01716,0.00292,221,0,0,0,0,1,0,0,122.72,9.16,-122.34,-6.85,0,0,0,0
7146,7145,0.00456,0.21285,0,25,0,0,1,0,1,0,0,10.17,-1.13,-10.17,1.34,0,0,0,0
7145,7234,0.0104,0.06243,0.00847,98,0,0,0,0,1,0,0,1.12,50.42,-0.87,-49.77,0,0,0,0
7145,7243,0.01348,0.05591,0.00949,221,0,0,0,0,1,0,0,-81.11,79.28,82.75,-73.44,0,0,0,0
7381,7145,0.00645,0.03876,0.00526,221,0,0,0,0,1,0,0,56.98,-93.6,-56.2,97.72,0,0,0,0
7145,7404,0.01139,0.06841,0.00928,221,0,0,0,0,1,0,0,2.57,63.86,-2.13,-62.13,0,0,0,0
7336,7147,0.00171,0.01165,0.00198,221,0,0,0,0,1,0,0,139.09,-32.13,-138.74,34.29,0,0,0,0
7336,7147,0.00171,0.01165,0.00198,221,0,0,0,0,1,0,0,139.09,-32.13,-138.74,34.29,0,0,0,0
7336,7147,0.00171,0.01165,0.00198,221,0,0,0,0,1,0,0,139.09,-32.13,-138.74,34.29,0,0,0,0
7336,7147,0.00171,0.01165,0.00198,221,0,0,0,0,1,0,0,139.09,-32.13,-138.74,34.29,0,0,0,0
7386,7147,0.00225,0.01539,0.00262,221,0,0,0,0,1,0,0,-119.85,-48.3,120.23,50.64,0,0,0,0
7386,7147,0.00225,0.01539,0.00262,221,0,0,0,0,1,0,0,-119.85,-48.3,120.23,50.64,0,0,0,0
7178,7148,0.00225,0.01565,0.00256,221,0,0,0,0,1,0,0,-47.91,-11.34,47.97,11.48,0,0,0,0
7178,7148,0.00225,0.01565,0.00256,221,0,0,0,0,1,0,0,-47.91,-11.34,47.97,11.48,0,0,0,0
7148,7245,0.00801,0.04577,0.00688,98,0,0,0,0,1,0,0,31.73,-26.73,-31.59,26.85,0,0,0,0
7148,7298,0.00778,0.03402,0.00518,149,0,0,0,0,1,0,0,-19.25,1.04,19.28,-1.42,0,0,0,0
7148,7365,0.0043,0.02938,0.005,221,0,0,0,0,1,0,0,-83.94,-7.06,84.25,8.7,0,0,0,0
7148,7365,0.0043,0.02938,0.005,221,0,0,0,0,1,0,0,-83.94,-7.06,84.25,8.7,0,0,0,0
7149,7408,0.0135,0.0771,0.01159,98,0,0,0,0,1,0,0,-35.52,7.53,35.7,-7.68,0,0,0,0
7151,7150,0.00105,0.04281,0,151.8,0,0,1,0,1,0,0,-105.72,-13.84,105.84,18.5,0,0,0,0
7150,7390,0.00103,0.01076,0.03665,750,0,0,0,0,1,0,0,-196.73,36.08,197.12,-35.89,0,0,0,0
7150,7390,0.00103,0.01076,0.03665,750,0,0,0,0,1,0,0,-196.73,36.08,197.12,-35.89,0,0,0,0
7150,7420,0.0052,0.03715,0.06773,443,0,0,0,0,1,0,0,-71.95,65.01,72.44,-68.59,0,0,0,0
8004,7150,0.01032,0.1009,0.19415,647,0,0,0,0,1,0,0,-346.92,83.39,359.58,19.94,0,0,0,0
7151,7254,0.00477,0.03078,0.00587,221,0,0,0,0,1,0,0,61.67,1.36,-61.49,-0.85,0,0,0,0
7330,7152,0.00193,0.01249,0.00238,221,0,0,0,0,1,0,0,-99.95,-2.34,100.15,3.37,0,0,0,0
7330,7152,0.00193,0.01249,0.00238,221,0,0,0,0,1,0,0,-99.95,-2.34,100.15,3.37,0,0,0,0
7152,7399,0.00147,0.0095,0.00181,221,0,0,0,0,1,0,0,-101.94,-3.88,102.1,4.7,0,0,0,0
7152,7399,0.00147,0.0095,0.00181,221,0,0,0,0,1,0,0,-101.94,-3.88,102.1,4.7,0,0,0,0
7154,7157,0.00654,0.04553,0.00744,221,0,0,0,0,1,0,0,-78.65,26.04,79.1,-23.69,0,0,0,0
7154,7157,0.00654,0.04553,0.00744,221,0,0,0,0,1,0,0,-78.65,26.04,79.1,-23.69,0,0,0,0
7300,7154,0.00482,0.02753,0.00414,221,0,0,0,0,1,0,0,-57.42,104.1,58.06,-100.85,0,0,0,0
7154,7411,0.00439,0.02634,0.00357,98,0,0,0,0,1,0,0,40.64,32.16,-40.52,-31.82,0,0,0,0
7155,7258,0.00356,0.02032,0.00305,98,0,0,0,0,1,0,0,-38.44,-26.52,38.52,26.68,0,0,0,0
7155,7316,0.00716,0.03193,0.00468,149,0,0,0,0,1,0,0,-39.97,4.3,40.09,-4.23,0,0,0,0
7157,7156,0.00036,0.02246,0,424,0,0,1,0,1,0,0,-258.21,-14.64,258.45,29.7,0,0,0,0
7157,7156,0.00036,0.02246,0,424,0,0,1,0,1,0,0,-258.21,-14.64,258.45,29.7,0,0,0,0
7157,7156,0.00036,0.02246,0,424,0,0,1,0,1,0,0,-258.21,-14.64,258.45,29.7,0,0,0,0
7176,7156,0.00094,0.00975,0.03322,750,0,0,0,0,1,0,0,111.49,60.95,-111.34,-62.77,0,0,0,0
7156,7367,0.00253,0.0263,0.0896,750,0,0,0,0,1,0,0,-369.12,3.22,372.54,23.13,0,0,0,0
7156,7367,0.00253,0.0263,0.0896,750,0,0,0,0,1,0,0,-369.12,3.22,372.54,23.13,0,0,0,0
7157,7295,0.00326,0.02272,0.00371,221,0,0,0,0,1,0,0,99.44,28.43,-99.09,-26.36,0,0,0,0
7157,7295,0.00326,0.02272,0.00371,221,0,0,0,0,1,0,0,99.44,28.43,-99.09,-26.36,0,0,0,0
7173,7158,0.00459,0.01903,0.00323,149,0,0,0,0,1,0,0,-74.98,11.12,75.25,-10.3,0,0,0,0
7158,7291,0.00974,0.0426,0.00649,149,0,0,0,0,1,0,0,57.61,0.98,-57.27,-0.14,0,0,0,0
7158,7394,0.00264,0.01704,0.00325,221,0,0,0,0,1,0,0,-105.61,-6.44,105.92,8.1,0,0,0,0
7158,7394,0.00264,0.01704,0.00325,221,0,0,0,0,1,0,0,-105.61,-6.44,105.92,8.1,0,0,0,0
7160,7159,0.0001,0.00504,0,1310,0,0,1,0,1,0,0,-828.06,-211.98,828.77,247.71,0,0,0,0
7162,7159,0.00022,0.01603,0,491,0,0,1,0,1,0,0,110.3,56.3,-110.27,-54.01,0,0,0,0
7163,7159,0.00034,0.02489,0,498,0,0,1,0,1,0,0,110.3,52.72,-110.25,-49.28,0,0,0,0
7164,7159,0.00017,0.01804,0,498,0,0,1,0,1,0,0,110.3,56.3,-110.27,-53.73,0,0,0,0
7165,7159,0.00017,0.01624,0,512,0,0,1,0,1,0,0,110.3,56.3,-110.27,-53.98,0,0,0,0
7166,7159,0.00043,0.0291,0,507,0,0,1,0,1,0,0,110.3,45.19,-110.24,-41.37,0,0,0,0
7167,7159,0.0005,0.03535,0,500,0,0,1,0,1,0,0,110.3,37.63,-110.23,-33.19,0,0,0,0
7168,7159,0.00025,0.02347,0,418,0,0,1,0,1,0,0,87.48,44.65,-87.46,-42.55,0,0,0,0
7169,7159,0.00016,0.01916,0,416,0,0,1,0,1,0,0,87.48,44.65,-87.47,-42.93,0,0,0,0
7170,7159,0.00016,0.01242,0,1042,0,0,1,0,1,0,0,333.77,107.98,-333.59,-93.85,0,0,0,0
7159,7175,8e-05,0.00168,0.11713,3146,0,0,0,0,1,0,0,1251.9,30.52,-1250.7,-17.9,0,0,0,0
7199,7159,0.00019,0.0023,0.15283,2020,0,0,0,0,1,0,0,-69.83,-150.52,69.88,134.99,0,0,0,0
7159,7227,0.00013,0.00271,0.18901,3146,0,0,0,0,1,0,0,-980.52,51.66,981.71,-46.82,0,0,0,0
7161,7160,0.00037,0.02002,0,418,0,0,1,0,1,0,0,-299.66,-31.93,300,49.89,0,0,0,0
7161,7160,0.00037,0.02002,0,418,0,0,1,0,1,0,0,-299.66,-31.93,300,49.89,0,0,0,0
7161,7160,0.00037,0.02002,0,418,0,0,1,0,1,0,0,-299.66,-31.93,300,49.89,0,0,0,0
7187,7160,0.00262,0.02562,0.04929,548,0,0,0,0,1,0,0,160.57,-34.12,-159.88,35.78,0,0,0,0
7161,7292,0.00143,0.00999,0.00163,331.65,0,0,1,0,1,0,0,190.36,14.2,-189.85,-10.77,0,0,0,0
7161,7292,0.00143,0.00999,0.00163,300,0,0,0,0,1,0,0,190.36,14.2,-189.85,-10.77,0,0,0,0
7161,7292,0.00143,0.00999,0.00163,300,0,0,0,0,1,0,0,190.36,14.2,-189.85,-10.77,0,0,0,0
7161,7292,0.00143,0.00999,0.00163,300,0,0,0,0,1,0,0,190.36,14.2,-189.85,-10.77,0,0,0,0
7172,7171,0.00027,0.01742,0,352,0,0,1,0,1,0,0,-222.66,24.88,222.79,-16.47,0,0,0,0
7171,7252,0.00752,0.05372,0.09795,443,0,0,0,0,1,0,0,-55.35,-1.01,55.57,-7.54,0,0,0,0
7232,7172,0.00301,0.02095,0.00342,221,0,0,0,0,1,0,0,-65.62,25.99,65.77,-25.35,0,0,0,0
7232,7172,0.00301,0.02095,0.00342,221,0,0,0,0,1,0,0,-65.62,25.99,65.77,-25.35,0,0,0,0
7173,7387,0.00415,0.02368,0.00356,102.9,0,0,0,0,1,0,0,-55.76,0.5,55.89,-0.08,0,0,0,0
7174,7231,0.00209,0.01426,0.00243,331.5,0,0,0,0,1,0,0,-134.91,-24.48,135.31,26.96,0,0,0,0
7174,7231,0.00209,0.01426,0.00243,331.5,0,0,0,0,1,0,0,-134.91,-24.48,135.31,26.96,0,0,0,0
7174,7257,0.00838,0.05031,0.00683,98,0,0,0,0,1,0,0,32.51,-2.23,-32.42,2.11,0,0,0,0
7301,7174,0.00178,0.01152,0.0022,221,0,0,0,0,1,0,0,-112.41,-14.56,112.64,15.86,0,0,0,0
7176,7175,0.00019,0.01242,0,1292,0,0,1,0,1,0,0,-345.82,-103.38,346.06,119.18,0,0,0,0
7176,7175,0.00019,0.01242,0,1292,0,0,1,0,1,0,0,-345.82,-103.38,346.06,119.18,0,0,0,0
7175,7389,0.00056,0.00684,0.45463,2020,0,0,0,0,1,0,0,558.61,-220.46,-556.75,194.89,0,0,0,0
7177,7176,0.00105,0.0449,0,439,0,0,1,0,1,0,0,-186.59,-35.51,186.98,52.04,0,0,0,0
7177,7176,0.00105,0.0449,0,439,0,0,1,0,1,0,0,-186.59,-35.51,186.98,52.04,0,0,0,0
7177,7176,0.00105,0.0449,0,439,0,0,1,0,1,0,0,-186.59,-35.51,186.98,52.04,0,0,0,0
7176,7200,0.0019,0.01359,0.02477,443,0,0,0,0,1,0,0,86.33,-28.19,-86.17,26.73,0,0,0,0
7176,7409,0.00513,0.03666,0.06684,443,0,0,0,0,1,0,0,-67.11,17.88,67.36,-22.92,0,0,0,0
7319,7177,0.00247,0.01686,0.00287,221,0,0,0,0,1,0,0,-20.06,-1.52,20.07,1.31,0,0,0,0
7319,7177,0.00247,0.01686,0.00287,221,0,0,0,0,1,0,0,-20.06,-1.52,20.07,1.31,0,0,0,0
7295,7178,0.00541,0.02409,0.00353,149,0,0,0,0,1,0,0,43.02,2.41,-42.91,-2.29,0,0,0,0
7178,7404,0.00777,0.01898,0.00249,98,0,0,0,0,1,0,0,16.25,-9.73,-16.22,9.56,0,0,0,0
7179,7244,0.00945,0.04213,0.00618,149,0,0,0,0,1,0,0,-26.53,2.09,26.6,-2.39,0,0,0,0
7179,7257,0.01429,0.0593,0.01006,149,0,0,0,0,1,0,0,-17.75,6.3,17.8,-7.07,0,0,0,0
7179,7336,0.00994,0.04121,0.00699,149,0,0,0,0,1,0,0,-14.01,-24.91,14.09,24.55,0,0,0,0
7216,7180,0.00437,0.01069,0.0014,98,0,0,0,0,1,0,0,-12.82,-22.55,12.85,22.48,0,0,0,0
7180,7298,0.00299,0.02086,0.00341,221,0,0,0,0,1,0,0,60.69,0.73,-60.58,-0.29,0,0,0,0
7180,7298,0.00299,0.02086,0.00341,221,0,0,0,0,1,0,0,60.69,0.73,-60.58,-0.29,0,0,0,0
7388,7180,0.00328,0.02121,0.00405,221,0,0,0,0,1,0,0,-67.89,31.27,68.08,-30.48,0,0,0,0
7388,7180,0.00328,0.02121,0.00405,221,0,0,0,0,1,0,0,-67.89,31.27,68.08,-30.48,0,0,0,0
7180,7399,0.00226,0.01457,0.00278,250,0,0,0,0,1,0,0,-161,-4.81,161.6,8.37,0,0,0,0
7180,7399,0.00226,0.01457,0.00278,250,0,0,0,0,1,0,0,-161,-4.81,161.6,8.37,0,0,0,0
7242,7181,0.00194,0.01355,0.00221,221,0,0,0,0,1,0,0,76.74,15.93,-76.62,-15.29,0,0,0,0
7385,7181,0.01045,0.02553,0.00334,98,0,0,0,0,1,0,0,12.16,11.79,-12.13,-12.04,0,0,0,0
7182,7237,0.01327,0.07579,0.01139,98,0,0,0,0,1,0,0,-36.22,7.41,36.41,-7.45,0,0,0,0
7183,7417,0.00881,0.02153,0.00282,250,0,0,0,0,1,0,0,-48.64,141.87,50.51,-137.59,0,0,0,0
7185,7184,0.00074,0.0321,0,210,0,0,1,0,1,0,0,-139.12,-26.41,139.26,32.74,0,0,0,0
7185,7184,0.00074,0.0321,0,210,0,0,1,0,1,0,0,-139.12,-26.41,139.26,32.74,0,0,0,0
7185,7184,0.00074,0.0321,0,210,0,0,1,0,1,0,0,-139.12,-26.41,139.26,32.74,0,0,0,0
7347,7184,0.00047,0.00492,0.01676,750,0,0,0,0,1,0,0,267.23,35.63,-266.9,-33.95,0,0,0,0
7347,7184,0.00047,0.00492,0.01676,750,0,0,0,0,1,0,0,267.23,35.63,-266.9,-33.95,0,0,0,0
7347,7184,0.00047,0.00492,0.01676,750,0,0,0,0,1,0,0,267.23,35.63,-266.9,-33.95,0,0,0,0
7383,7185,0.00607,0.04227,0.00691,221,0,0,0,0,1,0,0,-123.27,-9.85,124.21,15.68,0,0,0,0
7383,7185,0.00607,0.04227,0.00691,221,0,0,0,0,1,0,0,-123.27,-9.85,124.21,15.68,0,0,0,0
7187,7186,0.00014,0.00907,0,1600,0,0,1,0,1,0,0,-880.65,-100.56,881.72,170.34,0,0,0,0
7187,7186,0.00014,0.00907,0,1600,0,0,1,0,1,0,0,-880.65,-100.56,881.72,170.34,0,0,0,0
7189,7186,0.00062,0.04222,0,264,0,0,1,0,1,0,0,6.88,3.51,-6.88,-3.49,0,0,0,0
7190,7186,0.00046,0.05343,0,337,0,0,1,0,1,0,0,47.87,12.12,-47.86,-10.9,0,0,0,0
7191,7186,0.00053,0.03094,0,258,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
7192,7186,0.0005,0.03659,0,312,0,0,1,0,1,0,0,34.9,17.19,-34.9,-16.67,0,0,0,0
7193,7186,0.00046,0.02713,0,256,0,0,1,0,1,0,0,7.48,3.82,-7.48,-3.8,0,0,0,0
7194,7186,0.0002,0.01508,0,861,0,0,1,0,1,0,0,230.32,43.09,-230.21,-35.29,0,0,0,0
7195,7186,0.00029,0.01748,0,863,0,0,1,0,1,0,0,230.32,37.11,-230.17,-28.14,0,0,0,0
7196,7186,0.00013,0.0094,0,866,0,0,1,0,1,0,0,230.32,67.13,-230.25,-62.03,0,0,0,0
7197,7186,8e-05,0.00604,0,867,0,0,1,0,1,0,0,230.32,104.23,-230.27,-100.6,0,0,0,0
7186,7341,0.00031,0.00639,0.44587,2768,0,0,0,0,1,0,0,194.57,45.96,-194.44,-89.87,0,0,0,0
7346,7186,0.00026,0.00532,0.37115,2768,0,0,0,0,1,0,0,942.23,131.91,-940.01,-125.74,0,0,0,0
7188,7187,0.00025,0.01839,0,600,0,0,1,0,1,0,0,-488.08,-24.2,488.68,68.04,0,0,0,0
7188,7187,0.00025,0.01839,0,600,0,0,1,0,1,0,0,-488.08,-24.2,488.68,68.04,0,0,0,0
7188,7187,0.00027,0.01839,0,600,0,0,1,0,1,0,0,-488.1,-23.67,488.74,67.51,0,0,0,0
7188,7187,0.00027,0.01839,0,600,0,0,1,0,1,0,0,-488.1,-23.67,488.74,67.51,0,0,0,0
7187,7401,0.00192,0.01878,0.03613,647,0,0,0,0,1,0,0,-197.37,-17.71,198.11,21.2,0,0,0,0
7188,7255,0.00102,0.00714,0.00117,300,0,0,0,0,1,0,0,159.43,10.31,-159.17,-8.61,0,0,0,0
7188,7255,0.00102,0.00714,0.00117,250,0,0,0,0,1,0,0,159.43,10.31,-159.17,-8.61,0,0,0,0
7188,7255,0.00102,0.00714,0.00117,300,0,0,0,0,1,0,0,159.43,10.31,-159.17,-8.61,0,0,0,0
7188,7255,0.00102,0.00714,0.00117,300,0,0,0,0,1,0,0,159.43,10.31,-159.17,-8.61,0,0,0,0
7188,7255,0.00102,0.00714,0.00117,300,0,0,0,0,1,0,0,159.43,10.31,-159.17,-8.61,0,0,0,0
7188,7255,0.00102,0.00714,0.00117,300,0,0,0,0,1,0,0,159.43,10.31,-159.17,-8.61,0,0,0,0
7188,7255,0.00102,0.00714,0.00117,300,0,0,0,0,1,0,0,159.43,10.31,-159.17,-8.61,0,0,0,0
7188,7255,0.00102,0.00714,0.00117,300,0,0,0,0,1,0,0,159.43,10.31,-159.17,-8.61,0,0,0,0
7198,7201,0.00328,0.02241,0.00381,221,0,0,0,0,1,0,0,-57.96,84.77,58.29,-82.93,0,0,0,0
7198,7201,0.00328,0.02241,0.00381,221,0,0,0,0,1,0,0,-57.96,84.77,58.29,-82.93,0,0,0,0
7198,7225,0.01119,0.07798,0.01275,221,0,0,0,0,1,0,0,29.8,50.71,-29.43,-49.41,0,0,0,0
7200,7199,0.0002,0.01412,0,1344,0,0,1,0,1,0,0,-528.07,-46.7,528.61,85.3,0,0,0,0
7199,7331,0.0004,0.00819,0.57112,3146,0,0,0,0,1,0,0,-1009.5,18.35,1013.4,1.35,0,0,0,0
7201,7200,0.0006,0.03834,0,320.4,0,0,1,0,1,0,0,-170.4,7.12,170.57,3.74,0,0,0,0
7201,7200,0.0006,0.03834,0,320.4,0,0,1,0,1,0,0,-170.4,7.12,170.57,3.74,0,0,0,0
7201,7200,0.0006,0.03834,0,320.4,0,0,1,0,1,0,0,-170.4,7.12,170.57,3.74,0,0,0,0
7420,7200,0.00231,0.02255,0.04338,548,0,0,0,0,1,0,0,-102.29,-10.86,102.53,8.75,0,0,0,0
7203,7247,0.00676,0.03864,0.00581,98,0,0,0,0,1,0,0,18.63,-2.29,-18.61,1.84,0,0,0,0
7203,7313,0.018,0.078,0.012,150,0,0,0,0,1,0,0,-29.18,-5.25,29.34,4.73,0,0,0,0
7393,7203,0.03637,0.08891,0.01164,98,0,0,0,0,1,0,0,-3.53,5.63,3.55,-6.75,0,0,0,0
7426,7203,0.03596,0.08792,0.01151,221,0,0,0,0,1,0,0,13.65,-9.37,-13.56,8.47,0,0,0,0
7205,7204,0.00014,0.01015,0,1324,0,0,1,0,1,0,0,-569.64,-61.76,570.07,93.42,0,0,0,0
7207,7204,0.00039,0.02463,0,243,0,0,1,0,1,0,0,0,0,-0,-0,0,0,0,0
7208,7204,0.00013,0.00923,0,1265,0,0,1,0,1,0,0,762.9,79.03,-762.19,-28.83,0,0,0,0
7209,7204,7e-05,0.00639,0,1260,0,0,1,0,1,0,0,762.9,102.56,-762.52,-67.55,0,0,0,0
7210,7204,0.00047,0.02188,0,664,0,0,1,0,1,0,0,178.01,26.74,-177.87,-20.18,0,0,0,0
7211,7204,0.00025,0.01573,0,656,0,0,1,0,1,0,0,178.01,37.53,-177.93,-32.71,0,0,0,0
7212,7204,0.00039,0.02557,0,669,0,0,1,0,1,0,0,178.01,24.45,-177.89,-16.81,0,0,0,0
7263,7204,0.00018,0.00218,0.14491,2020,0,0,0,0,1,0,0,-237.86,-278.4,238.08,265.67,0,0,0,0
7204,7428,0.00115,0.01399,0.92975,2020,0,0,0,0,1,0,0,408.96,-114.72,-407.12,37.14,0,0,0,0
7206,7205,0.00229,0.09203,0,181,0,0,1,0,1,0,0,-81.41,3.16,81.56,2.67,0,0,0,0
7282,7205,0.00079,0.00822,0.02799,750,0,0,0,0,1,0,0,-174.11,-30.74,174.34,30.26,0,0,0,0
7206,7294,0.0068,0.039,0.0058,100,0,0,0,0,1,0,0,58.64,-18.11,-58.4,18.89,0,0,0,0
7213,7273,0.01615,0.03947,0.00517,109.76,0,0,0,0,1,0,0,-38.04,-43.51,38.56,44.26,0,0,0,0
7293,7213,0.0088,0.03851,0.00586,149,0,0,0,0,1,0,0,26.52,-14.41,-26.44,14.17,0,0,0,0
7213,7363,0.00686,0.03916,0.00588,98,0,0,0,0,1,0,0,-4.03,9.93,4.04,-10.48,0,0,0,0
7214,7257,0.00967,0.04229,0.00644,149,0,0,0,0,1,0,0,-34.35,6.66,34.47,-6.76,0,0,0,0
7214,7297,0.00755,0.03365,0.00493,149,0,0,0,0,1,0,0,38.74,-2.09,-38.62,2.13,0,0,0,0
7345,7214,0.00276,0.01888,0.00321,221,0,0,0,0,1,0,0,44.2,14.27,-44.14,-14.17,0,0,0,0
7345,7214,0.00276,0.01888,0.00321,221,0,0,0,0,1,0,0,44.2,14.27,-44.14,-14.17,0,0,0,0
7411,7215,0.00253,0.01729,0.00294,221,0,0,0,0,1,0,0,-21.29,24.1,21.32,-24.21,0,0,0,0
7215,7431,0.00465,0.02075,0.00304,149,0,0,0,0,1,0,0,-71.3,-11.5,71.54,12.3,0,0,0,0
7216,7382,0.00725,0.03234,0.00474,149,0,0,0,0,1,0,0,-37.34,10.27,37.45,-10.24,0,0,0,0
7216,7386,0.00794,0.04769,0.00647,98,0,0,0,0,1,0,0,5.85,-10.79,-5.83,10.22,0,0,0,0
7249,7217,0.00192,0.01152,0.00156,98,0,0,0,0,1,0,0,19.82,-27.39,-19.8,27.37,0,0,0,0
7217,7276,0.01308,0.03197,0.00419,150,0,0,0,0,1,0,0,0.15,-65.39,0.41,66.34,0,0,0,0
7421,7218,0.00797,0.03307,0.00561,149,0,0,0,0,1,0,0,60.32,-4.16,-60.02,4.83,0,0,0,0
7218,8009,0.02277,0.05567,0.00729,98,0,0,0,0,1,0,0,11.91,-18.46,-11.81,18.01,0,0,0,0
7230,7219,0.00954,0.04175,0.00636,149,0,0,0,0,1,0,0,-61.84,28.54,62.27,-27.27,0,0,0,0
7219,7237,0.01747,0.07641,0.01164,149,0,0,0,0,1,0,0,48.1,8.33,-47.69,-7.66,0,0,0,0
7413,7219,0.0058,0.03963,0.00674,221,0,0,0,0,1,0,0,56,-8.7,-55.82,9.29,0,0,0,0
7413,7219,0.0058,0.03963,0.00674,221,0,0,0,0,1,0,0,56,-8.7,-55.82,9.29,0,0,0,0
7221,7220,0.00146,0.00997,0.0017,221,0,0,0,0,1,0,0,52.52,-17.24,-52.47,17.38,0,0,0,0
7221,7220,0.00146,0.00997,0.0017,221,0,0,0,0,1,0,0,52.52,-17.24,-52.47,17.38,0,0,0,0
7220,7396,0.00651,0.04448,0.00757,221,0,0,0,0,1,0,0,-0.26,8.32,0.26,-9.03,0,0,0,0
7221,7296,0.00652,0.02849,0.00434,250,0,0,0,0,1,0,0,106.61,5.23,-105.86,-2.35,0,0,0,0
7222,7338,0.00615,0.01503,0.00197,98,0,0,0,0,1,0,0,11.34,-7.57,-11.33,7.4,0,0,0,0
7222,7362,0.01114,0.04873,0.00742,149,0,0,0,0,1,0,0,63.96,-7.24,-63.49,8.56,0,0,0,0
7292,7223,0.002,0.01393,0.00228,221,0,0,0,0,1,0,0,129.31,19.67,-128.97,-17.52,0,0,0,0
7292,7223,0.002,0.01393,0.00228,221,0,0,0,0,1,0,0,129.31,19.67,-128.97,-17.52,0,0,0,0
7223,7404,0.0068,0.02978,0.00454,221,0,0,0,0,1,0,0,103.44,10.79,-102.7,-7.99,0,0,0,0
7223,7425,0.00566,0.03229,0.00485,221,0,0,0,0,1,0,0,104.87,10.19,-104.23,-7.06,0,0,0,0
7224,7248,0.00705,0.04027,0.00605,98,0,0,0,0,1,0,0,29.86,4.63,-29.79,-4.84,0,0,0,0
7384,7224,0.00429,0.01049,0.00137,98,0,0,0,0,1,0,0,24.28,-28.64,-24.21,28.65,0,0,0,0
7224,7417,0.00479,0.02874,0.0039,98,0,0,0,0,1,0,0,-36.42,-42,36.57,42.51,0,0,0,0
7246,7225,0.00662,0.02747,0.00466,149,0,0,0,0,1,0,0,-21.09,-14.57,21.13,14.31,0,0,0,0
7225,7395,0.00809,0.04618,0.00694,98,0,0,0,0,1,0,0,-43.52,-8.69,43.69,8.93,0,0,0,0
7226,7240,0.00701,0.03067,0.00467,149,0,0,0,0,1,0,0,36.75,-17.87,-36.63,17.91,0,0,0,0
7226,7250,0.00636,0.03633,0.00546,98,0,0,0,0,1,0,0,-22.33,-2.82,22.36,2.45,0,0,0,0
7226,7272,0.00504,0.02244,0.00329,149,0,0,0,0,1,0,0,-66.73,40.04,67.04,-39,0,0,0,0
7226,7338,0.01145,0.02798,0.00366,98,0,0,0,0,1,0,0,-28.74,36.88,29,-36.62,0,0,0,0
